,Productos,Precio/Kg,Precios,PrecioPrevio,Ofertas,Promociones
5380,"
Toallitas absorbe color y suciedad ecológica Dr. Beckmann 20 ud.","
 20 Ud. |
0,19 €/ud","3,85 €",,,
5381,"
Tinte para la ropa azul vaquero 40ºC 2 sobres+fijador Iberia 1 ud.","
 1 Ud. |
33,57 €/kg","2,35 €",,,
5382,"
Sal para teñir Iberia 500 g.","
 500 G. |
4,20 €/kg","2,10 €",,,
5383,"
Tinte para la ropa verde oscuro 40ºC 2 sobres + fijador Iberia 1 ud.","
 1 Ud. |
2,35 €/ud","2,35 €",,,
5384,"
Toallitas renovador de negro y fibra Dr Beckmann 10 ud.","
 10 Ud. |
0,50 €/ud","5,00 €",,,
5385,"
Tinte para la ropa rojo 40ºC 2 sobres + fijador Iberia 1 ud.","
 1 Ud. |
2,35 €/ud","2,35 €",,,
5386,,,,,,
5387,"
Base de maquillaje antiedad el Borrador 030 Sand Maybelline 1 ud.","
 1 Ud. |
9,95 €/ud","9,95 €",,,
5388,"
Base de maquillaje antiedad el Borrador 045 Light Maybelline 1 ud.","
 1 Ud. |
9,95 €/ud","9,95 €",,,
5389,"
Base de maquillaje antiedad el Borrador 048 Sun Maybelline 1 ud.","
 1 Ud. |
9,95 €/ud","9,95 €",,,
5390,"
BB cream nº 04 C`est Magic L'Oreal 30 ml.","
 30 Ml. |
10,45 €/ud","10,45 €",,,
5391,"
BB cream nº 03 C`est Magic L'Oreal 1 ud.","
 30 Ml. |
10,45 €/ud","10,45 €",,,
5392,"
Colorete skin match 007 punchy pink Max Factor 1 ud.","
 1 Ud. |
10,60 €/ud","10,60 €",,,3x2
5393,"
Colorete skin match 006 dewy pink Max Factor 1 ud.","
 1 Ud. |
10,60 €/ud","10,60 €",,,3x2
5394,"
Corrector Líquido radiant lift 03 medium Max Factor 1 ud.","
 1 Ud. |
10,65 €/ud","10,65 €",,,3x2
5395,"
Corrector líquido radiant lift 04 dark Max Factor 1 ud.","
 1 Ud. |
10,65 €/ud","10,65 €",,,3x2
5396,"
Colorete Creme Puff Blush nº 30 Gorgeus Berries Max Factor 1 ud.","
 1 Ud. |
11,05 €/ud","11,05 €",,,3x2
5397,"
Colorete Creme Puff Blush nº 25 Alluring Rose Max Factor 1 ud.","
 1 Ud. |
11,05 €/ud","11,05 €",,,3x2
5398,"
Corrector líquido facefinity all day concealer 70 shade Max Factor 1 ud.","
 1 Ud. |
11,85 €/ud","11,85 €",,,3x2
5399,"
Corrector líquido facefinity all day concealer 30 shade Max Factor 1 ud.","
 1 Ud. |
11,85 €/ud","11,85 €",,,3x2
5400,"
Base de maquillaje compacto infalible 160 E L'Oréal 1 ud.","
 1 Ud. |
11,90 €/ud","11,90 €",,,
5401,"
Base de maquillaje compacto infalible 225 E L'Oréal 1 ud.","
 1 Ud. |
11,90 €/ud","11,90 €",,,
5402,"
Base de maquillaje compacto infalible 245 E L'Oréal 1 ud.","
 1 Ud. |
11,90 €/ud","11,90 €",,,
5403,"
Maquillaje compacto translucent 112 grs Max Factor 1 ud.","
 1 Ud. |
12,15 €/ud","12,15 €",,,3x2
5404,"
Maquillaje compacto deep beige 112 grs Max Factor 1 ud.","
 1 Ud. |
12,15 €/ud","12,15 €",,,3x2
5405,"
Maquillaje Super stay 24h nº 21 Nude Maybelline 30 ml.","
 30 Ml. |
12,55 €/ud","12,55 €",,,
5406,"
Maquillaje Super stay 24h nº 40 Fawn Maybelline 30 ml.","
 30 Ml. |
12,55 €/ud","12,55 €",,,
5407,"
Maquillaje Super stay 24h nº 30 Sand Maybelline 30 ml.","
 30 Ml. |
12,55 €/ud","12,55 €",,,
5408,"
Maquillaje Super stay 24h nº 34 Soft bronze Maybelline 30 ml.","
 30 Ml. |
12,55 €/ud","12,55 €",,,
5409,"
Maquillaje Super stay 24h nº 32 Golden Maybelline 30 ml.","
 30 Ml. |
12,55 €/ud","12,55 €",,,
5410,"
Maquillaje Super stay 24h nº 46 Warm honey Maybelline 30 ml.","
 30 Ml. |
12,55 €/ud","12,55 €",,,
5411,,,,,,
5412,"
Toallitas anti transferencia del color Carrefour 40 ud.","
 40 Ud. |
0,09 €/ud","3,55 €",,,
5413,"
Toallitas anti transferencia del color Carrefour 20 ud.","
 20 Ud. |
0,10 €/ud","1,92 €",,,
5414,"
Toallitas captura colores Protect Iberia 15 ud.","
 15 Ud. |
0,20 €/ud","2,95 €",,,
5415,"
Toallitas anti transferencia de color Vanish 32 ud.","
 32 Ud. |
0,16 €/ud","5,00 €",,,5€ dto.
5416,"
Toallitas atrapa color Adiós al Separar Micolor 20 ud.","
 20 Ud. |
0,22 €/ud","4,45 €",,,5€ dto.
5417,"
Toallitas atrapa color Adiós al Separar Micolor 10 ud.","
 10 Ud. |
0,30 €/ud","2,95 €",,,5€ dto.
5418,,,,,,
5419,"
Mini bombón helado sabor nueces, vainilla y arándalos Nuii sin gluten 6 ud.","
 Pack 6x55 Ml. |
4,05 €/ud","4,05 €",,,3x2
5420,"
Conos de helado Choco Boom Carrefour 4 ud.","
 4 Ud. |
0,56 €/ud","2,25 €",,,
5421,"
Conos con helado de vainilla y chocolate mix mediano Extra Carrefour 8 ud.","
 8 Ud. |
0,26 €/ud","2,10 €",,,
5422,"
Helado de galletas y crema Häagen Dazs 386 g.","
 386 G. |
16,32 €/kg","6,30 €",,,
5423,"
Pizza de atún Casa di Mama Dr. Oetker 420 g.","
 420 G. |
8,69 €/kg",,"
3,75 €","
3,65 €",3x2
5424,"
Revuelto de setas tradicional Findus-Verdeliss 300 g.","
 300 G. |
9,33 €/kg","2,80 €",,,5€ dto.
5425,"
Helado de fruta con frambuesa Carrefour 6 ud. de 52 g.","
 312 G. |
0,42 €/ud","2,50 €",,,
5426,"
Pulpa de guanábana El Dorado 250 g.","
 250 G. |
8,64 €/kg","2,16 €",,,
5427,"
Burger kale y quinoa Findus sin aceite de palma 300 g.","
 300 G. |
11,63 €/kg",,"
3,60 €","
3,49 €",
5428,"
Menestra tradicional Findus-Verdeliss 450 g.","
 450 G. |
6,11 €/kg","2,75 €",,,5€ dto.
5429,"
Tapas para empanada Doña Petrona 410 g.","
 410 G. |
6,32 €/kg","2,59 €",,,
5430,"
Pizza jamón y queso Carrefour No gluten sin gluten 350 g.","
 350 G. |
7,11 €/kg","2,49 €",,,
5431,"
Sandwich Black Cookie Maxibon Nestlé Helados 4 ud.","
 4 Ud. |
1,05 €/ud","4,20 €",,,3x2
5432,"
Pizza con champiñones supreme American Style Buitoni 420 g.","
 420 G. |
8,57 €/kg","3,60 €",,,3x2
5433,"
Helado de vainilla de madagascar ecológico Carrefour Bio 900 ml.","
 900 Ml. |
7,10 €/kg","3,55 €",,,
5434,"
Croquetas con epinacas La Cocinera 400 g.","
 400 G. |
8,38 €/kg",,"
3,50 €","
3,35 €",3x2
5435,"
Pizza margarita pack de 3 unidades de 300 g.","
 Pack 3x300 G. |
3,17 €/kg","2,85 €",,,
5436,"
Helado de chocolate 1 l.","
 1 L. |
2,68 €/kg","1,34 €",,,
5437,"
Pisto con tomate Findus-Verdeliss 450 g.","
 450 G. |
6,11 €/kg","2,75 €",,,5€ dto.
5438,"
Empandillas de pollo con champiñón y bacón La Cocinera 312 g.","
 312 G. |
10,26 €/kg","3,20 €",,,5€ dto.
5439,"
Croqueta de boletus seleccion Carrefour Selección 300 g.","
 300 G. |
9,83 €/kg","2,95 €",,,
5440,"
Pizza proscuito Buitoni 315 g.","
 315 G. |
9,68 €/kg","3,05 €",,,
5441,"
Pizza 4 quesos Carrefour 580 g.","
 580 G. |
5,60 €/kg","3,25 €",,,
5442,"
Sopa de pescado La Cocinera 500 g.","
 500 G. |
6,90 €/kg","3,45 €",,,5€ dto.
5443,,,,,,
5444,"
Langostino tigre crudo Pescanova 1 kg.","
 1 Kg. |
34,95 €/kg","34,95 €",,,
5445,"
Buey de mar 600/800 Delfín 667 g.","
 667 G. |
14,62 €/kg","9,75 €",,,
5446,"
Tarta de nata y trufa 8 raciones 1 ud","
 1 Ud |
6,25 €/ud","6,25 €",,,
5447,"
Tentáculos de pulpo cocido 300 g.","
 300 G. |
39,83 €/kg","11,95 €",,,
5448,"
Gambón Tail On marinado Delfin 150 g.","
 150 G. |
27,67 €/kg","4,15 €",,,
5449,"
Nécora cocida 5/8 Delfín 800 g.","
 800 G. |
15,19 €/kg","12,15 €",,,
5450,"
Carabineros 5/8 Delfín 360 g.","
 360 G. |
62,50 €/kg","22,50 €",,,
5451,"
Langostino crudo Langostar 1350 g.","
 1350 G. |
7,22 €/kg","9,75 €",,,
5452,"
Gambón congelado (20/30 ud) caja 2 Kg","
 2 Kg. |
9,00 €/kg","18,00 €",,,
5453,,,,,,
5454,"
Aceite para el cuidado de la piel Bio-Oil 200 ml.","
 200 Ml. |
9,00 €/100 ml","18,00 €",,,
5455,"
Aceite para el cuidado de la piel Bio-Oil 60 ml.","
 60 Ml. |
16,00 €/100 ml","9,60 €",,,
5456,"
Crema antiestrías Suavinex 400 ml.","
 400 Ml. |
5,12 €/100 ml","20,50 €",,,
5457,"
Aceite para el cuidado de la piel Bio-Oil 125 ml.","
 125 Ml. |
13,60 €/100 ml","17,00 €",,,
5458,"
Aceite Rosa Mosqueta Advance Repavar 15ml","
 15 Ml. |
116,00 €/100 ml","17,40 €",,,
5459,"
Crema antiestrías Velastisa Isdin 250 ml.","
 250 Ml. |
9,32 €/100 ml","23,30 €",,,
5460,,,,,,
5461,"
Compresa tocológica de algodón Maternity 20 ud.","
 20 Ud. |
0,13 €/ud","2,60 €",,,
5462,"
Compresa tocológica de celulosa grande Maternity 25 ud.","
 25 Ud. |
0,10 €/ud","2,60 €",,,
5463,"
Braguitas desechables unitalla Indasec Pospart 4 ud.","
 4 Ud. |
1,05 €/ud","4,20 €",,,
5464,,,,,,
5465,"
Fregasuelos Concentrado Floral Carrefour 1 l.","
 1 L. |
1,65 €/l","1,65 €",,,
5466,"
Fregasuelos fiesta de flores con aceite esenciales Ajax 1,25 l.","
 1250 Ml. |
1,91 €/l","2,39 €",,,
5467,"
Cera efecto barniz para parquet y suelos de madera Hechicera 750 ml.","
 750 Ml. |
3,93 €/l","2,95 €",,,
5468,"
Fregasuelos concentrado cian Avevi 950 ml.","
 950 Ml. |
2,21 €/l","2,10 €",,,
5469,"
Cera Incolora Autobrillante para terrazo y baldosas Alex 750 ml.","
 750 Ml. |
4,67 €/l","3,50 €",,,
5470,"
Fregasuelos multi-desinfección Sanicentro 1,5 l.","
 1,5 L. |
1,40 €/l","2,10 €",,,
5471,"
Limpiahogar Brillo Carrefour 1,5 l.","
 1,5 L. |
1,32 €/l","1,98 €",,,
5472,"
Limpiador multisuperficies aroma océano Cif 1,5 l.","
 1,5 L. |
1,47 €/l","2,20 €",,,3x2
5473,"
Limpiahogar multisuperficies frescor pino Carrefour 3 l.","
 3 L. |
0,77 €/l","2,30 €",,,
5474,"
Limpiador para parquet laminado Ocedar 1 l.","
 1 L. |
3,80 €/l","3,80 €",,,
5475,"
Limpiahogar aroma aloe vera Tenn 2,5 l.","
 2,5 L. |
1,52 €/l","3,80 €",,,5€ dto.
5476,"
Limpiador higiene aroma fresco eucalipto Don Limpio 1,3 l.","
 1,3 L. |
1,92 €/l","2,49 €",,,2x1 Acumulación
5477,"
Fregasuelos mediterráneo perfumado Chubb 1,5 l.","
 1.5 L. |
0,75 €/l","1,12 €",,,
5478,"
Limpiahogar con aloe vera Brillo Carrefour 1,5 l.","
 1,5 L. |
1,32 €/l","1,98 €",,,
5479,"
Abrillantador terrazo, mármol y gres Alex 1,5 l.","
 1,5 L. |
2,93 €/l","4,40 €",,,
5480,"
Fregasuelos elimina olores de mascotas Domus Klin 1 l.","
 1 L. |
6,35 €/l","6,35 €",,,
5481,"
Abrillantador parquet, tarima, laminados y gres Alex 1,5 l.","
 1,5 L. |
3,70 €/l","5,55 €",,,
5482,"
IMPREG MOPA ALEX 750 ML.","
 750 Ml. |
5,33 €/l","4,00 €",,,
5483,"
Limpiahogar Brillo aroma floral Carrefour 1,5 l.","
 1,5 L. |
1,32 €/l","1,98 €",,,
5484,"
Fregasuelos ecológico Flopp 20 lavados","
 20 Ud. |
0,14 €/ud","2,75 €",,,
5485,"
Abrillantador de suelos concentrado extra brillo Asevi 1,4 l.","
 1,4 L. |
2,18 €/l","3,05 €",,,
5486,"
Limpiador Suelos Fresh Cillit Bang 1 l.","
 1 L. |
3,60 €/l","3,60 €",,,3x2
5487,"
Limpiahogar multisuperficies lavanda Carrefour 1,5 l. ","
 1,5 L.  |
0,99 €/l","1,49 €",,,
5488,"
Limpiador desinfectante gespostar plus Asevi 1 l.","
 1 L. |
1,82 €/l","1,82 €",,,
5489,,,,,,
5490,"
Suavizante concentrado para ropa bebé ecológico Frosch Baby 31 lavados.","
 31 Lavados. |
0,07 €/lavado","2,10 €",,,
5491,"
Detergente líquido para ropa de bebé ecológico Frosch 21 lavados.","
 21 Lavados. |
0,30 €/lavado","6,20 €",,,
5492,"
Detergente líquido ecológico recambio Carrefour EcoPlanet  33 lavados.","
 2,5 L. |
1,90 €/l","4,75 €",,,
5493,"
Suavizante concentrado ecológico Flor de Algodón Frosch 31 lavados.","
 31 Lavados. |
0,08 €/lavado","2,39 €",,,
5494,"
Detergente liquido con jabón vegetal ecológico Carrefour Eco Planet 40 lavados.","
 40 Lavados. |
0,15 €/lavado","6,15 €",,,
5495,"
Quitamanchas ropa bebé spray ecológico Frosch Baby 500 ml.","
 500 Ml. |
7,90 €/l","3,95 €",,,
5496,"
Detergente líquido concentrado jabón natural ecológico Frosch 1,5 l. ","
 1.5 L. |
4,03 €/l","6,05 €",,,
5497,"
Suavizante botanico ecológico Mimosin 52 lavados.","
 52 Lavados |
0,08 €/lavado","4,00 €",,,3x2
5498,"
Suavizante concentrado almendra ecológico Frosch 31 lavados.","
 31 Lavados. |
0,08 €/lavado","2,39 €",,,
5499,"
Detergente en polvo ecológico Lagarto 50 lavados","
 50 Lavados |
0,16 €/lavado","8,20 €",,,
5500,"
Detergente líquido ecológico jazmín fresco y lavanda silvestre Botanical Origin 35 lavados.","
 35ud. |
0,30 €/ud","10,35 €",,,5€ dto.
5501,"
Suavizante concentrado granada ecológico Frosch 31 lavados.","
 31 Lavados. |
0,08 €/lavado","2,39 €",,,
5502,"
Suavizante concentrado jazmín fresco y lavanda silvestre ecológico Botanical Origin 45 lavados.","
 45lavados. |
0,09 €/lavado","4,10 €",,,5€ dto.
5503,"
Suavizante concentrado flor de naranjo y hojas cítricas ecológico Botanical Origin 45 lavados.","
 45lavados. |
0,09 €/lavado","4,20 €",,,5€ dto.
5504,"
Detergente líquido pieles sensibles ecológico Frosch 22 lavados","
 22 Lavados |
0,34 €/lavado","7,45 €",,,
5505,"
Detergente en cápsulas ecológico Flopp 16 lavados.","
 16 Lavados. |
0,28 €/lavado","4,40 €",,,
5506,"
Detergente líquido ecológico flor de naranjo y hojas cítricas Botanical Origin 35 lavados.","
 35ud. |
0,29 €/ud","10,30 €",,,5€ dto.
5507,"
Detergente ropa bebé líquido concentrado ecológico Flopp pack 30 cápsulas","
 30 Cápsulas. |
0,26 €/ud","7,90 €",,,
5508,"
Detergente líquico ecológico con jabón vegetal L'arbre Vert 30 lavados.","
 30 Lavados. |
0,28 €/lavado","8,50 €",,,
5509,"
Detergente líquido ecológico Baby Seventh Generation 1 l.","
 1 L. |
6,25 €/l","6,25 €",,,
5510,"
Detergente líquido ecológico Fresh Orange Seventh Generation 1 l.","
 1 L. |
6,20 €/l","6,20 €",,,
5511,"
Detergente líquido ecológico Free & Clear Seventh Generation 1 l.","
 1 L. |
6,20 €/l","6,20 €",,,
5512,"
Detergente líquido ecológico Casa Verde 30 lavados.","
 30 Lavados. |
0,26 €/lavado","7,75 €",,,
5513,"
Detergente líquido ecológico jazmín fresco y lavanda silvestre Botanical Origin 20 lavados.","
 20ud. |
0,34 €/lavado","6,75 €",,,5€ dto.
5514,,,,,,
5515,"
Discos de lactancia ultra-absorbente Carrefour Baby 30 ud.","
 30 Ud. |
3,00 €/ud","3,00 €",,,
5516,"
Discos de lactancia Chicco 60 ud.","
 60 Ud. |
0,12 €/ud","7,00 €",,,
5517,"
Discos de lactancia Suavinex 60 ud.","
 60 Ud. |
0,15 €/ud","9,20 €",,,
5518,"
Discos de lactancia absorbentes Maternity 30 ud.","
 30 Ud. |
0,15 €/ud","4,60 €",,,
5519,"
Sacaleches manual Chicco 1 ud.","
 1 Ud. |
35,00 €/ud","35,00 €",,,
5520,,,,,,
5521,"
Ambientador varillas manzan 40 ml.","
 40 Ml. |
5,15 €/ud","5,15 €",,,
5522,"
Ambientador varillas frutos del bosque Cristalinas 45 ml.","
 45 Ml. |
5,15 €/ud","5,15 €",,,
5523,"
Ambientador varillas moras y frambuesas Cristalinas 90 ml.","
 90 Ml. |
10,25 €/ud","10,25 €",,,
5524,"
Ambientador varillas Black sándalo y cedro 100 ml.","
 100 Ml. |
129,00 €/l","12,90 €",,,
5525,"
Ambientador mikado frutos del bosque Cristalinas 90 ml.","
 90 Ml. |
113,89 €/l","10,25 €",,,
5526,"
Ambientador miikado dama de noche Cristalinas pack de 2 unidades de 45 ml.","
 Pack 2x45 Ml. |
116,11 €/l","10,45 €",,,
5527,"
Ambientador varillas White magnolia y jazmín 100 ml.","
 100 Ml. |
129,00 €/l","12,90 €",,,
5528,"
Ambientador varillas frutos rojos 30 ml.","
 30 Ml. |
4,75 €/ud","4,75 €",,,
5529,"
Ambientador de perlas Barrera de Coral Iba 120 g.","
 1 Ud. |
35,00 €/kg","4,20 €",,,
5530,"
Ambientador varillas frutos rojos Cristalinas 30 ml.","
 30 Ml. |
18,50 €/100 ml","5,55 €",,,
5531,,,,,,
5532,"
Cereales integrales con chocolate ecológicos W.K Kellogg 300 g.","
 300 G. |
10,17 €/kg","3,05 €",,,
5533,"
Penne ziti rigate integral ecológico Garofalo 500 g.","
 500 G. |
4,20 €/kg","2,10 €",,,
5534,"
Leche de coco ecológica Tiger Khan lata 400 ml.","
 400 Ml. |
8,25 €/l","3,30 €",,,
5535,"
Galletas de avena con pepitas de chocolate ecológicas Digestive Gullón 270 g.","
 270 G. |
8,48 €/kg",,"
2,35 €","
2,29 €",3x2
5536,"
Soja texturizada fina ecológica Ecocesta 250 g.","
 250 G. |
12,20 €/kg","3,05 €",,,
5537,"
Galletas con cacao ecológicas Pepa Pig Maxies 100 g.","
 100 G. |
10,00 €/kg","1,00 €",,,
5538,"
Tomate frito con aceite de oliva ecológico Solis sin gluten y sin lactosa tarro 350 g.","
 350 G. |
6,29 €/kg","2,20 €",,,
5539,"
Lentejas cocidas ecológicas Pedro Luis 500 g.","
 500 G. |
5,50 €/ud","2,75 €",,,
5540,"
Mayonesa ecológica Ybarra sin gluten tarro 300 ml","
 300 Ml. |
9,83 €/l","2,95 €",,,
5541,"
Espelta hinchada ecológica Ecocesta 125 g.","
 125 G. |
14,96 €/kg","1,87 €",,,
5542,"
Fideo ecológico Gallo 500 g.","
 500 G. |
3,12 €/kg","1,56 €",,,
5543,"
Caldo de pollo ecológico Knorr sin gluten y sin lactosa 1 l.","
 1 L. |
2,60 €/l","2,60 €",,,3x2
5544,"
Aceite de oliva virgen extra ecológico Coosur 1 l.","
 1 L. |
5,65 €/l","5,65 €",,,
5545,"
Tomate frito con aceite de oliva virgen extra ecológico Pedro Luis sin gluten 340 g.","
 340 G. |
6,62 €/kg","2,25 €",,,
5546,"
Pisto (tomate frito con verduras) ecológico Hida 310 g.","
 310 G. |
5,66 €/kg","1,98 €",,,
5547,"
Lenteja roja ecológica Naturgreen 500 g.","
 500 G. |
175,00 €/kg","3,15 €",,,
5548,"
Cereales de maíz con miel ecológicos Ecocesta 400 g.","
 400 G. |
7,00 €/kg","2,80 €",,,3x2
5549,"
Caldo natural de pollo ecológico Aneto sin gluten 1 l.","
 1 L. |
4,90 €/l","4,90 €",,,
5550,"
Preparado vegetal original ecológica SoriaNatural 2 unidades de 100 g.","
 Pack 2x100 G. |
18,00 €/kg","3,60 €",,,
5551,"
Café molido natural ecológico Oquendo 250 g.","
 250 G. |
11,60 €/kg","2,90 €",,,
5552,"
Yogur griego ecológico Pastoret 135 g.","
 135 G. |
10,74 €/kg","1,45 €",,,
5553,"
Copos de avena integral sin azúcar añadido ecológicos Ecocesta sin gluten 500 g.","
 500 G. |
6,20 €/kg","3,10 €",,,
5554,"
Bulgur ecológico Ecocesta 500 g.","
 500 G. |
4,10 €/kg","2,05 €",,,
5555,"
Bebida de avena sin azúcares añadidos ecológica Joya brik 1 l.","
 1 L. |
1,68 €/l","1,68 €",,,
5556,,,,,,
5557,"
Limpiador de biberones y tetinas ecológico Frosch 500 ml.","
 500 Ml. |
5,70 €/100 ml","2,85 €",,,
5558,,,,,,
5559,"
Ambientador automático Fresh Matic Pure Aire Fresco recambio Air Wick 1 ud.","
 1 Ud. |
23,60 €/l","5,90 €",,,
5560,"
Ambientador automático lavanda recambio Glade by brise 1 ud.","
 1 Ud. |
4,30 €/ud","4,30 €",,,3x2
5561,,,,,,
5562,"
Agua de plancha desmineralizada Carrefour 5 l.","
 5 L. |
0,38 €/l","1,89 €",,,
5563,"
Agua de plancha desmineralizada Carrefour 2 l.","
 2 L. |
0,39 €/l","0,78 €",,,
5564,"
AGUA PERFUMADA PLANCHADO1L CRF","
 1 L. |
0,68 €/l","0,68 €",,,
5565,"
Agua de plancha perfumada Mimosín 1 l.","
 1 L. |
1,87 €/l","1,87 €",,,
5566,"
Apresto instantáneo para planchado spray Toke 500 ml.","
 500 Ml. |
9,50 €/l","4,75 €",,,
5567,"
Apresto para planchado spray Carrefour 400 ml.","
 400 Ml. |
3,12 €/l","1,25 €",,,
5568,,,,,,
5569,"
Eyeliner nº 013 Wonder Swipe Rimel 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,3x2
5570,"
Perfilador de ojos super liner Brow Artist 03 L'Oréal 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,
5571,"
Máscara de pestañas colossal go extreme leather black Maybelline 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,
5572,"
Eyeliner nº 002 Wonder Swipe Rimel 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,3x2
5573,"
Lápiz de cejas brown artist L'Oréal 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,
5574,"
Eyeliner nº 016 Wonder Swipe Rimel 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,3x2
5575,"
Lápiz de Cejas skinny definer brow Artist 105 brunette L'Oréal Perfection 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,
5576,"
Lápiz de Cejas skinny definer brow artist 108 dark brunette L'Oréal Perfection 1 ud.","
 1 Ud. |
9,40 €/ud","9,40 €",,,
5577,"
Máscara de pestañas rise & shine 001 black Max Factor 1 ud.","
 1 Ud. |
9,55 €/ud","9,55 €",,,3x2
5578,"
Delineador de cejas Brow Artist Pomade nº 103 L'Oréal 1 ud.","
 1 Ud. |
9,60 €/ud","9,60 €",,,
5579,"
Máscara de pestañas Push up Angel Maybelline 1 ud.","
 1 Ud. |
9,60 €/ud","9,60 €",,,
5580,"
Máscara de pestañas Scandal Eyes Rimmel 1 ud.","
 1 Ud. |
9,60 €/ud","9,60 €",,,3x2
5581,"
Delineador de cejas Brow Artist Pomade nº 102 L'Oréal 1 ud.","
 1 Ud. |
9,60 €/ud","9,60 €",,,
5582,"
Máscara de pestañas Lash Sensational Voluptuous Maybelline 1 ud.","
 1 Ud. |
9,70 €/ud","9,70 €",,,
5583,"
Tinte de cejas Tatto Brown nº 2 Maybelline 1 ud.","
 1 Ud. |
9,95 €/ud","9,95 €",,,
5584,"
Perfilador de ojos tattoo signature nº 01 Black L'Oréal 1 ud.","
 1 Ud. |
10,45 €/ud","10,45 €",,,
5585,"
Eyeliner líquido Masterpiece High Precision negro Max Factor 1 ud.","
 1 Ud. |
10,65 €/ud","10,65 €",,,3x2
5586,"
Eyeliner MasterPice nº 15 Max Factor 1 ud.","
 1 Ud. |
10,65 €/ud","10,65 €",,,3x2
5587,"
Perfilador de Ojos masterpiece 10 chocolat Max Factor 1 ud.","
 1 Ud. |
10,65 €/ud","10,65 €",,,3x2
5588,"
Perfilador de ojos matte signature black signature nº 01 L'Oréal Perfection 1 ud.","
 1 Ud. |
11,35 €/ud","11,35 €",,,
5589,"
Perfilador de ojos matte signature emerald nº 04 L'Oréal Perfection 1 ud.
","
 1 Ud. |
11,35 €/ud","11,35 €",,,
5590,"
Paleta de sombras Wild Safari IDC COLOR 1 ud.","
 1 Ud. |
11,95 €/ud","11,95 €",,,
5591,"
Máscara de pestañas Paraside Extatic Primer white L'Oréal 1 ud.","
 1 Ud. |
12,40 €/ud","12,40 €",,,
5592,"
Máscara de pestañas color azúl paradice extatic L'Oreal 1 ud.","
 1 Ud. |
12,70 €/ud","12,70 €",,,
5593,,,,,,
5594,"
Polvos Natural Bronzer nº 027 Sun Dance Rimmel 1 ud.","
 1 Ud. |
6,00 €/ud","6,00 €",,,3x2
